title,cast,genre
Strange but True,"Amy Ryan, Nick Robinson, Margaret Qualley, Greg Kinnear, Blythe Danner, Brian Cox, Connor Jessup","Dramas, Thrillers"
Stranger than Fiction,"Will Ferrell, Maggie Gyllenhaal, Dustin Hoffman, Queen Latifah, Emma Thompson, Kristin Chenoweth, Tony Hale, Tom Hulce, Linda Hunt","Comedies, Romantic Movies"
Strawberry Shortcake: Berry Bitty Adventures,"Anna Cummer, Janyse Jaud, Andrea Libman, Britt McKillip, Ingrid Nilson, Ashleigh Ball",Kids' TV
Strictly Ballroom,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan","Classic Movies, Comedies, Romantic Movies"
Strike a Pose,,"Documentaries, International Movies, LGBTQ Movies"
Stripes,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold","Classic Movies, Comedies, Cult Movies"
Striptease,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames, Robert Patrick, Paul Guilfoyle, Jerry Grayson, Rumer Willis, Robert Stanton, William Hill","Comedies, Dramas"
Strong Girl Bong-soon,"Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae","Crime TV Shows, International TV Shows, Korean TV Shows"
Stronger Than the World,"José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto","Action & Adventure, Dramas, International Movies"
Strongland,,"Docuseries, International TV Shows"
Stuart Little 2,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn","Children & Family Movies, Comedies"
Submission,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux","Action & Adventure, Dramas"
Suburra,"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Dramas, International Movies, Thrillers"
Suckseed,"Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert","Comedies, International Movies, Music & Musicals"
Sudani from Nigeria,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon","Comedies, Dramas, International Movies"
Suicide (Hitabdut),"Mali Levi, Rotem Keinan, Dror Keren, Igal Naor","International Movies, Thrillers"
Suite Française,"Michelle Williams, Matthias Schoenaerts, Kristin Scott Thomas, Sam Riley, Ruth Wilson, Tom Schilling, Harriet Walter, Alexandra Maria Lara, Margot Robbie, Lambert Wilson","Dramas, International Movies, Romantic Movies"
Suits,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi","International TV Shows, Korean TV Shows, TV Comedies"
Summer Night,"Ellar Coltrane, Callan McAuliffe, Ian Nelson, Lana Condor, Analeigh Tipton, Melina Vidler, Bill Milner, Justin Chatwin, Ella Hunt, Elena Kampouris, Victoria Justice, Khris Davis, Hayden Szeto","Comedies, Dramas, Romantic Movies"
Summer of '92,"Ulrich Thomsen, Henning Jensen, Mikkel Boe Følsgaard, Cyron Melville, Esben Smed Jensen, Gustav Dyekjaer Giese, Jon Lange, Allan Hyde, Johannes Lassen, Morten Vang Simonsen","Dramas, International Movies, Sports Movies"
Sunrise,"Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta, Esha Amlani, Ashalata Wabgaonkar, Hridaynath Jadhav, Chinmay Kambli, Nandini Bora, Komal Gawade","Dramas, Independent Movies, International Movies"
Super Bheem,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",Kids' TV
Super Bheem Bana Vajraveer,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",Children & Family Movies
Super Dark Times,"Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Max Talisman, Amy Hargreaves, Sawyer Barth, Adea Lennox, Ethan Botwick","Dramas, Independent Movies, Thrillers"
Super Nani,"Rekha, Randhir Kapoor, Sharman Joshi, Anupam Kher, Shweta Kumar, Varsha Usgaonkar, Rajesh Kumar, Shreya Narayan","Comedies, Dramas, International Movies"
Super Wings,"Luca Padovan, Evan Smolin, Junah Jang, Colin Critchley","Kids' TV, Korean TV Shows"
Superbad,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan","Comedies, Cult Movies"
Superfly,"Ron O'Neal, Carl Lee, Sheila Frazier, Julius Harris, Charles McGregor, Nate Adams, Polly Niles, Yvonne Delaine","Action & Adventure, Classic Movies, Dramas"
Superman Returns,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn","Action & Adventure, Sci-Fi & Fantasy"
SuperNature: Wild Flyers,,"British TV Shows, Docuseries, Science & Nature TV"
Superstar,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green",Comedies
Surat Dari Praha,"Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm","Dramas, International Movies, Romantic Movies"
Surviving R. Kelly Part II: The Reckoning,R. Kelly,"Crime TV Shows, Docuseries"
Survivors Guide to Prison,Susan Sarandon,Documentaries
Susanne Bartsch: On Top,Susanne Bartsch,"Documentaries, LGBTQ Movies"
Sustainable,,Documentaries
Swami,"Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri","Dramas, Independent Movies, International Movies"
Swami Baba Ramdev: The Untold Story,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor","International TV Shows, TV Dramas"
Sweeney Todd: The Demon Barber of Fleet Street,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders","Dramas, Horror Movies, Music & Musicals"
Sweet Virginia,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt, Odessa Young, Joseph Lyle Taylor, Jonathan Tucker, Garry Chalk, Jared Abrahamson, Gabrielle Rose","Dramas, Independent Movies, Thrillers"
Swiss Army Man,"Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero, Timothy Eulich, Richard Gross, Marika Casteel, Andy Hull, Aaron Marshall, Shane Carruth","Comedies, Dramas, Independent Movies"
Sword Master,"Kenny Lin, Peter Ho, Jiang Mengjie, Jiang Yiyan, Paw Hee Ching","Action & Adventure, Dramas, International Movies"
Sword Masters: Two Champions of Shaolin,"Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-erh Wen, Tai-Ping Yu","Action & Adventure, International Movies"
Sym-Bionic Titan,"Tara Strong, Kevin Thoms, Brian Posehn, John DiMaggio, Tim Russ, Don Leslie, Kari Wahlgren",Kids' TV
Taal,"Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik","Dramas, International Movies, Music & Musicals"
Tahaan,"Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika","Dramas, International Movies"
Take Me Home Tonight,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Chris Pratt, Michael Biehn, Jeanie Hackett, Lucy Punch, Michelle Trachtenberg, Demetri Martin","Comedies, Romantic Movies"
Taken,"Clive Standen, Jennifer Beals, Gaius Charles, Brooklyn Sudano, Monique Gabriela Curnen, Michael Irby, James Landry Hébert, Jose Pablo Cantillo, James Landry Hebert","Crime TV Shows, TV Action & Adventure, TV Thrillers"
Tales of the City (1993),"Olympia Dukakis, Donald Moffat, Laura Linney, Marcus D'Amico, Billy Campbell, Thomas Gibson, Paul Gross, Barbara Garrick, Chloe Webb, Nina Foch, Parker Posey, Stanley DeSantis",TV Dramas
Tamanchey,"Nikhil Dwivedi, Richa Chadha, Damandeep Singh Baggan, Vijay Pande, Talib Mehdi, Tushar Phulke, Mahesh Gupta, Prasad Labhe","Action & Adventure, International Movies, Romantic Movies"
Tarif de nuit,"Jonathan Howard, Jonathan Demurger, Fanny Valette, Jess Liaudin","International Movies, Thrillers"
Tarzan,"Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz",Children & Family Movies
Tarzan 2,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn",Children & Family Movies
Tattah,"Mohamed Saad, Dolly Shahin, Marwa, Hayatem, Sayed Rajab, Omar Mustafa Metwally, Samy Maghawry, Nabil Issa, Ragaa Al-Geddawy, Samir Ghanem","Comedies, International Movies"
Tayo the Little Bus Movie: Mission Ace,"Moon Nam-sook, Jeong Hye-ok, Choe Hana, Gim Yeong-seon",Children & Family Movies
Teach Us All,,Documentaries
Teen Patti,"Amitabh Bachchan, Madhavan, Ben Kingsley, Shraddha Kapoor, Siddharth Kher, Dhruv Ganesh, Vaibhav Talwar","Dramas, International Movies, Thrillers"
Teenage Cocktail,"Nichole Bloom, Fabianne Therese, Michelle Borth, Pat Healy, AJ Bowen, Joshua Leonard","Dramas, Independent Movies, LGBTQ Movies"
Teenage Mutant Ninja Turtles,"Chris Evans, Sarah Michelle Gellar, Mako Iwamatsu, Kevin Smith, Patrick Stewart, Zhang Ziyi, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North","Children & Family Movies, Comedies"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Paige Turco, David Warner, Mark Caso, Michelan Sisti, Leif Tilden, Kenn Scott, Kevin Clash, Ernie Reyes Jr., François Chau, Kevin Nash","Children & Family Movies, Comedies"
Teenage Mutant Ninja Turtles: The Movie,"Judith Hoag, Elias Koteas, Josh Pais, Michelan Sisti, Leif Tilden, David Forman, Michael Turney, Jay Patterson, Raymond Serra, James Saito, Kevin Clash","Action & Adventure, Comedies"
Tees Maar Khan,"Katrina Kaif, Akshay Kumar, Akshaye Khanna, Arya Babbar, Rajiv Lakshman, Raghu Ram, Vijay Maurya, Dharampal, Ali Asghar, Murli Sharma","Comedies, International Movies, Music & Musicals"
Tellur Aliens,,Children & Family Movies
Temporada de Caza,"Germán Palacios, Lautaro Bettoni, Boy Olmi, Rita Pauls, Pilar Benitez Vibart, Diana Szeinblum","Dramas, International Movies"
Ten Years,"Wong Jing, Lau Ho-Chi, Leung Kin-Ping","Dramas, Independent Movies, International Movies"
Teresa,"Angelique Boyer, Sebastián Rulli, Aarón Díaz, Cynthia Klitbo, Ana Brenda Contreras, Daniel Arenas, Margarita Magaña, Manuel Landeta, Felicia Mercado, Silvia Mariscal","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
Terminator 3: Rise of the Machines,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford","Action & Adventure, Sci-Fi & Fantasy"
Terminator Salvation,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Jadagrace, Bryce Dallas Howard, Common, Jane Alexander, Michael Ironside","Action & Adventure, Sci-Fi & Fantasy"
Terra,Vanessa Paradis,"Documentaries, International Movies"
Terrifier,"Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran, Pooya Mohseni, Matt McAllister, Katie Maguire, Gino Cafarelli, Cory DuVal, Michael Leavy","Horror Movies, Independent Movies, Thrillers"
Teshan,"Happy Raikoti, Diljott, Prince Kanwaljit Singh, Karamjit Anmol, Harinder Bhullar, Virast Sandhu, Anita Devgan, Simran Sehajpal","Comedies, International Movies, Romantic Movies"
Tezz,"Anil Kapoor, Ajay Devgn, Boman Irani, Kangna Ranaut, Zayed Khan, Mallika Sherawat, Avika Gor, Dominic Power, Sameera Reddy, Mohanlal","Action & Adventure, International Movies, Music & Musicals"
Th Eena Meena Deeka Chase Comedy Show,"Sanjay Keni, Priya Raina","Kids' TV, TV Comedies"
Thackeray,,TV Shows
That '70s Show,"Topher Grace, Mila Kunis, Ashton Kutcher, Danny Masterson, Laura Prepon, Wilmer Valderrama, Debra Jo Rupp, Kurtwood Smith, Don Stark, Tanya Roberts, Tommy Chong, Lisa Robin Kelly",TV Comedies
The 2000s,,Docuseries
The 24 Hour War,,"Documentaries, Sports Movies"
The 4th Company,"Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda","Action & Adventure, Dramas, International Movies"
The Accountant of Auschwitz,,"Documentaries, International Movies"
The Adderall Diaries,"James Franco, Ed Harris, Amber Heard, Jim Parrack, Timothée Chalamet, Wilmer Valderrama, Cynthia Nixon, Christian Slater, Michael Cristofer, Danny Flaherty, Adam LeFevre","Dramas, Thrillers"
The Adjusters,"Rynn Lim, Chris Tong, Aric Ho, Chan Fong","International TV Shows, TV Dramas"
The Adventure Club,"Sam Ashe Arnold, Jakob Davies, Dalila Bela, Robin Dunne, Gabrielle Miller, Billy Zane, Josh McDonald, Lorne Cardinal, Kim Coates, Glenn Paradis",Children & Family Movies
The Adventures of Figaro Pho,"Luke Jurevicius, Craig Behenna, Charlotte Hamlyn, Stavroula Mountzouris, Aletheia Burney","Kids' TV, TV Comedies"
The Adventures of Sharkboy and Lavagirl,"Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez, David Arquette, Kristin Davis, Jacob Davich, Sasha Pieterse, Rico Torres",Children & Family Movies
The Adventures of Tintin,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr",Children & Family Movies
The Aerial,"Rafael Ferro, Sol Moreno, Jonathan Sandor, Alejandro Urdapilleta, Julieta Cardinali, Florencia Raggi, Valeria Bertuccelli, Raúl Hochman, Ricardo Merkin, Carlos Piñeyro","Dramas, International Movies, Sci-Fi & Fantasy"
The Age of Shadows,"Kang-ho Song, Gong Yoo, Ji-min Han, Tae-goo Eom, Sung-rok Shin, Hee-soon Park, Young-ju Seo, Song Kang-ho","Action & Adventure, Dramas, International Movies"
The American President,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, David Paymer, Samantha Mathis, John Mahoney, Anna Deavere Smith, Nina Siemaszko, Wendie Malick, Shawna Waldron, Richard Dreyfuss, Joshua Malina","Comedies, Dramas, Romantic Movies"
The Amityville Horror,"Ryan Reynolds, Melissa George, Chloë Grace Moretz, Jesse James, Jimmy Bennett, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, Annabel Armour",Horror Movies
The Andy Griffith Show,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier, Howard McNear, Hope Summers","Classic & Cult TV, TV Comedies"
The Angry Birds Movie 2,"Jason Sudeikis, Rachel Bloom, Leslie Jones, Josh Gad, Bill Hader, Danny McBride, Awkwafina, Sterling K. Brown, Tiffany Haddish, Eugenio Derbez","Children & Family Movies, Comedies"
The Animal People,,Documentaries
The Ant's Scream,"Amr Abdel-Geleel, Rania Yousef, Salloum Haddad, Hesham Al-Meligy, Farida Al-Gready, Ahmad Wafiq, Mohamed Abo El Hassan, Amr Sakr, Ahmed Gamal Saeed, Riham Ayman","Comedies, Dramas, International Movies"
The Apartment,"Jamie Durie, Laurence Llewelyn-Bowen","International TV Shows, Reality TV"
The Apostate,"Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña, Juan Calot, Kaiet Rodriguez, Andrés Gertrúdix, Joaquín Climent, Álvaro Roig, Tino Martinez, Mercedes Hoyos","Comedies, Dramas, International Movies"
The Art of the Steal,"Kurt Russell, Jay Baruchel, Katheryn Winnick, Chris Diamantopoulos, Kenneth Welsh, Jason Jones, Terence Stamp, Matt Dillon, Devon Bostick","Action & Adventure, Comedies, Independent Movies"
The Art of War,"Wesley Snipes, Anne Archer, Maury Chaykin, Marie Matiko, Cary-Hiroyuki Tagawa, Michael Biehn, Donald Sutherland, Liliana Komorowska, James Hong",Action & Adventure
The Assignment,"Michelle Rodriguez, Sigourney Weaver, Tony Shalhoub, Anthony LaPaglia, Caitlin Gerard, Brent Langdon, Adrian Hough, Ken Kirzinger, Darryl Quon, Caroline Chan",Action & Adventure
The Autopsy of Jane Doe,"Emile Hirsch, Brian Cox, Ophelia Lovibond, Michael McElhatton, Parker Sawyers, Jane Perry, Olwen Catherine Kelly","Horror Movies, Independent Movies, Thrillers"
The Bachelor,,"Reality TV, Romantic TV Shows"
The Bachelors,"J.K. Simmons, Josh Wiggins, Julie Delpy, Odeya Rush, Kevin Dunn, Kimberly Crandall, Jean Louisa Kelly, Charlie DePew, Tyrel Jackson Williams, Tom Amandes, Spencer List, Jacqueline Mazarella, Vanessa Howard, Harold Perrineau",Dramas
The Bad Education Movie,"Jack Whitehall, Joanna Scanlan, Iain Glen, Ethan Lawrence, Layton Williams, Kae Alexander, Weruche Opia, Nikki Runeckles, Charlie Wernham, Jack Binstead",Comedies
The Bad Kids,,Documentaries
The Bare-Footed Kid,"Aaron Kwok, Lung Ti, Maggie Cheung, Chien-lien Wu, Paul Chun, Kenneth Tsang","Action & Adventure, International Movies"
The Basement,"Mischa Barton, Jackson Davis, Cayleb Long, Tracie Thoms, Bailey Anne Borders","Horror Movies, Thrillers"
The Battle of Midway,"Henry Fonda, Jane Darwell","Classic Movies, Documentaries"
The Beat,"Henley Hii, Yise Loo, Aric Ho, Tiffany Leong, Issac Dang, Christy Yow","International TV Shows, TV Dramas"
The Beginning of Life: The Series,,"Docuseries, International TV Shows, Science & Nature TV"
The Bible's Buried Secrets,Francesca Stavrakopoulou,"British TV Shows, Docuseries, Science & Nature TV"
The Big Catch,Ben Fogle,"British TV Shows, Reality TV"
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,"Tommy Avallone, Bill Murray, Joel Murray, Peter Farrelly",Documentaries
The Black Room,"Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Tiffany Shepis",Horror Movies
The Blackcoat's Daughter,"Emma Roberts, Kiernan Shipka, Lucy Boynton, Lauren Holly, James Remar, Greg Ellwand, Elana Krausz, Heather Tod Mitchell, Peter James Haworth, Emma Holzer","Horror Movies, Independent Movies, Thrillers"
The Bleeder,"Liev Schreiber, Elisabeth Moss, Ron Perlman, Naomi Watts, Jim Gaffigan, Michael Rapaport, Pooch Hall, Morgan Spector, Jason Jones","Dramas, Sports Movies"
The Blue Planet: A Natural History of the Oceans,David Attenborough,"British TV Shows, Docuseries, International TV Shows"
The Bomb,,Documentaries
The Bomb Squad,Christopher Eccleston,"British TV Shows, Docuseries"
The Book of Eli,"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals, Evan Jones, Joe Pingue, Frances de la Tour, Michael Gambon, Tom Waits","Action & Adventure, Sci-Fi & Fantasy"
The Boss's Daughter,"Christa Théret, Olivier Loustau, Florence Thomassin, Patrick Descamps, Stéphane Rideau, Pierre Berriau, Deborah Grall, Vincent Martinez","Dramas, International Movies, Romantic Movies"
The Bounty Hunter,"Jennifer Aniston, Gerard Butler, Jason Sudeikis, Jeff Garlin, Ritchie Coster, Cathy Moriarty, Peter Greene, Joel Marsh Garland, Siobhan Fallon Hogan, Dorian Missick, Adam Rose, Christine Baranski, Carol Kane, Adam LeFevre","Action & Adventure, Comedies, Romantic Movies"
The Box,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn, Holmes Osborne, Sam Oz Stone, Gillian Jacobs, Celia Weston, Deborah Rush","Sci-Fi & Fantasy, Thrillers"
The Boy,"Jim Norton, Rupert Evans, Ben Robson, Lauren Cohan, James Russell, Jett Klyne, Diana Hardcastle","Horror Movies, Independent Movies, Thrillers"
The Boy in the Striped Pajamas,"Asa Butterfield, Vera Farmiga, David Thewlis, Rupert Friend, David Hayman, Jack Scanlon, Amber Beattie, Sheila Hancock, Richard Johnson, Jim Norton","Dramas, Independent Movies, International Movies"
The Brave One,"Jodie Foster, Terrence Howard, Naveen Andrews, Carmen Ejogo, Nicky Katt, Mary Steenburgen, Lenny Venito, Zoë Kravitz, Jane Adams, Gordon MacDonald","Dramas, Thrillers"
The Brawler,"Zach McGowan, Amy Smart, Joe Pantoliano, Burt Young, Tony Darrow, Nick Loeb, Taryn Manning, Jason James Richter","Dramas, Independent Movies, Sports Movies"
The Breadwinner,"Saara Chaudry, Soma Chhaya, Ali Badshah, Soma Bhatia, Shaista Latif, Laara Sadiq, Kawa Ada, Noorin Gulamgaus","Children & Family Movies, Dramas, International Movies"
